Brad Pitt, October 15, 2008, > news  url  title Meet Brad Pitt  Margaret A. McGurk  work The Cincinnati Enquirer  access date October 15, 2008  archive url  archive date August 14, 2009  url status live  >
Brad Pitt, August 14, 2009, > news  url  title Meet Brad Pitt  Margaret A. McGurk  work The Cincinnati Enquirer  access date October 15, 2008  archive url  archive date August 14, 2009  url status live  >
Brad Pitt, Pitt, The film received mixed reviews, and many were critical of Pitt's performance.
Brad Pitt, Mick LaSalle, According to Mick LaSalle of San Francisco Chronicle, Pitt was unable to "make an audience believe that he knows all mysteries of death and eternity."
Brad Pitt, San Francisco Chronicle, According to Mick LaSalle of San Francisco Chronicle, Pitt was unable to "make an audience believe that he knows all mysteries of death and eternity."
Brad Pitt, Pitt, According to Mick LaSalle of San Francisco Chronicle, Pitt was unable to "make an audience believe that he knows all mysteries of death and eternity."
Brad Pitt, Joe Black'/ Pitt's, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, Mick LaSalle, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, Mick LaSalle, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, November 13, 1998, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, San Francisco Chronicle, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, February 25, 2009, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, January 28, 2012, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, Roger Ebert, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, Pitt, > news  url  title Colorless 'Joe Black'/ Pitt's Death is lethally dull, but Hopkins breathes life into overlong romance  Mick LaSalle  authorlink Mick LaSalle date November 13, 1998  work San Francisco Chronicle  access date February 25, 2009  archive url  archive date January 28, 2012  url status live  > Roger Ebert remarked, "Pitt is a fine actor, but this performance is a miscalculation."
Brad Pitt, Roger Ebert, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Roger Ebert, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Joe Black, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Chicago Sun Times, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, November 13, 1998 access date, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, January 12, 2012, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, April 2, 2013, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, 1999, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Fight Club, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Fight Club, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Chuck Palahniuk, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Chuck Palahniuk, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, year 1996, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, W. W. Norton & Company, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, 978, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, 25, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Fight Club, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Brad, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Stephanie Bunbury, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, December 13, 2008, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, The Sun Herald, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, 4, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, May 13, 2009, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, June 3, 2009, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Chuck Palahniuk's, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Fight Club, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, David Fincher, > news Roger Ebert authorlink Roger Ebert url Joe Black newspaper Chicago Sun Times date November 13, 1998 access date January 12, 2012 archive url  archive date April 2, 2013 via rogerebert.com  >

1999–2003  Rise to prominence
In 1999, Pitt portrayed The Narrator (Fight Club) Tyler Durden in Fight Club, > book  title Fight Club  author Chuck Palahniuk  author link Chuck Palahniuk  year 1996  publisher W. W. Norton & Company  isbn 978 0393039764  page 25 title link Fight Club (novel)  > > news  url  title The business of being Brad  author Stephanie Bunbury  date December 13, 2008  work The Sun Herald  page 4  access date May 13, 2009  archive url  archive date June 3, 2009  url status live  > a film adaptation of Chuck Palahniuk's Fight Club (novel) novel of same name, directed by David Fincher.
Brad Pitt, Fight Club', name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, Michael Sragow, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, October 19, 1999, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, Salon.com, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, CNN, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, 2, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, December 31, 2008, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, December 6, 2016, name "fight"> news  url  title 'Fight Club'  It 'Just sort of clicked'  author Michael Sragow  date October 19, 1999  work Salon.com  publisher CNN  page 2  access date December 31, 2008  archive url  archive date December 6, 2016  url status live  >
Brad Pitt, Stephen Garrett, > magazine  author Stephen Garrett  title Freeze Frame  magazine Details (magazine)
Brad Pitt, Details, > magazine  author Stephen Garrett  title Freeze Frame  magazine Details (magazine)
Brad Pitt, July 1999, Details date July 1999 >
Brad Pitt, Pitt, To look part, Pitt consented to removal of pieces of his front teeth which were restored when filming ended.
Brad Pitt, Chris Nashawaty, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, Brad Pitt, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, Entertainment Weekly, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, July 16, 1998, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, February 25, 2009, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, September 6, 2014, > magazine  author Chris Nashawaty  url  title Brad Pitt loses his teeth for a "Fight"  magazine Entertainment Weekly  date July 16, 1998  access date February 25, 2009  archive url  archive date September 6, 2014  url status live  >
Brad Pitt, Fight Club, While promoting Fight Club, Pitt said that film explored not taking one's aggressions out on someone else but to "have an experience, take a punch more and see how you come out on other end."
Brad Pitt, Pitt, While promoting Fight Club, Pitt said that film explored not taking one's aggressions out on someone else but to "have an experience, take a punch more and see how you come out on other end."
Brad Pitt, Brad Pitt, > news  url  title Brad Pitt spars with 'Fight Club' critics  author Paul Vercammen  date October 14, 1999  publisher CNN CNN  Showbiz/Movies  access date December 7, 2008  archive url  archive date April 25, 2009  url status live  > Fight Club premiered at 1999 Venice International Film Festival.
Brad Pitt, Fight Club', > news  url  title Brad Pitt spars with 'Fight Club' critics  author Paul Vercammen  date October 14, 1999  publisher CNN CNN  Showbiz/Movies  access date December 7, 2008  archive url  archive date April 25, 2009  url status live  > Fight Club premiered at 1999 Venice International Film Festival.
Brad Pitt, Paul Vercammen, > news  url  title Brad Pitt spars with 'Fight Club' critics  author Paul Vercammen  date October 14, 1999  publisher CNN CNN  Showbiz/Movies  access date December 7, 2008  archive url  archive date April 25, 2009  url status live  > Fight Club premiered at 1999 Venice International Film Festival.
