Selena Gomez, Gomez, The first, titled What Boys Want, would feature Gomez as a girl who could hear thoughts of men.
Selena Gomez, Selena Gomez, > web url  title Selena Gomez to Star in 'What Boys Want'  publisher Parade  date October 20, 2009  access date June 18, 2013    archive url  archive date December 30, 2012 >
Selena Gomez, October 20, 2009, > web url  title Selena Gomez to Star in 'What Boys Want'  publisher Parade  date October 20, 2009  access date June 18, 2013    archive url  archive date December 30, 2012 >
Selena Gomez, June 18, 2013, > web url  title Selena Gomez to Star in 'What Boys Want'  publisher Parade  date October 20, 2009  access date June 18, 2013    archive url  archive date December 30, 2012 >
Selena Gomez, December 30, 2012, > web url  title Selena Gomez to Star in 'What Boys Want'  publisher Parade  date October 20, 2009  access date June 18, 2013    archive url  archive date December 30, 2012 >
Selena Gomez, Thirteen, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, July Moon Productions, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, November 7, 2014, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, 26, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, 2014, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, Gomez, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, 13, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, Thirteen, She later announced a film adaptation of novel Thirteen Reasons Why, in which she was to play a young girl who commits suicide; ultimately, neither film was made,  name "companypond"> web url Moon Productions – July Moon Productions publisher companypond.com access date November 7, 2014  archive url 26, 2014 > but Gomez would later executive produce a 13 Reasons Why television adaptation of Thirteen Reasons Why.
Selena Gomez, 13Reasons"/, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, Alex Russo, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, Disney Channel, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, The Suite Life on Deck, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, Hannah Montana, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, Inside Pulse, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, June 18, 2013, name "13Reasons"/>

Gomez continued to enjoy mainstream success throughout following year, appearing as Alex Russo in a crossover episode of Disney Channel series The Suite Life on Deck. > web url  title Wizards on Deck with Hannah Montana – DVD Review  publisher Inside Pulse  access date June 18, 2013 >
Selena Gomez, Disney series Sonny, She also guest starred as herself on Disney series Sonny with a Chance, starring Lovato.
Selena Gomez, Chance, She also guest starred as herself on Disney series Sonny with a Chance, starring Lovato.
Selena Gomez, Lovato, She also guest starred as herself on Disney series Sonny with a Chance, starring Lovato.
Selena Gomez, Selena Gomez, > web url  title Selena Gomez to Guest Star on Sonny with a Chance  publisher Kidstvmovies.about.com  access date June 18, 2013 >
Selena Gomez, Chance, > web url  title Selena Gomez to Guest Star on Sonny with a Chance  publisher Kidstvmovies.about.com  access date June 18, 2013 >
Selena Gomez, June 18, 2013, > web url  title Selena Gomez to Guest Star on Sonny with a Chance  publisher Kidstvmovies.about.com  access date June 18, 2013 >
Selena Gomez, Forever Sickest, She appeared in a remix of Forever Sickest Kids' single "Whoa Oh!
Selena Gomez, Whoa Oh!, She appeared in a remix of Forever Sickest Kids' single "Whoa Oh!
Selena Gomez, April, (Me vs. Everyone)", released as a single in April of that year.citation needed date September 2021 Gomez, along with Lovato, starred in Disney Channel film Princess Protection Program, which aired in June 2009.
Selena Gomez, Lovato, (Me vs. Everyone)", released as a single in April of that year.citation needed date September 2021 Gomez, along with Lovato, starred in Disney Channel film Princess Protection Program, which aired in June 2009.
Selena Gomez, Disney Channel, (Me vs. Everyone)", released as a single in April of that year.citation needed date September 2021 Gomez, along with Lovato, starred in Disney Channel film Princess Protection Program, which aired in June 2009.
Selena Gomez, June 2009, (Me vs. Everyone)", released as a single in April of that year.citation needed date September 2021 Gomez, along with Lovato, starred in Disney Channel film Princess Protection Program, which aired in June 2009.
Selena Gomez, Brian, The film was a critical success > news Lowry  Brian  url  title Princess Protection Program  work Variety  date June 26, 2009  access date June 18, 2013 > and had a total of 8.5&nbsp;million viewers during its premiere.
Selena Gomez, Variety  date June 26, 2009, The film was a critical success > news Lowry  Brian  url  title Princess Protection Program  work Variety  date June 26, 2009  access date June 18, 2013 > and had a total of 8.5&nbsp;million viewers during its premiere.
Selena Gomez, June 18, 2013, The film was a critical success > news Lowry  Brian  url  title Princess Protection Program  work Variety  date June 26, 2009  access date June 18, 2013 > and had a total of 8.5&nbsp;million viewers during its premiere.
Selena Gomez, Tweens 9–14, > web url  title Princess Protection Program is TV's No. 1 Entertainment Telecast of 2009 in Kids 6–11 and Tweens 9–14  publisher TV by Numbers  access date June 18, 2013    archive url  archive date July 31, 2013 >
Selena Gomez, Numbers, > web url  title Princess Protection Program is TV's No. 1 Entertainment Telecast of 2009 in Kids 6–11 and Tweens 9–14  publisher TV by Numbers  access date June 18, 2013    archive url  archive date July 31, 2013 >
Selena Gomez, June 18, 2013, > web url  title Princess Protection Program is TV's No. 1 Entertainment Telecast of 2009 in Kids 6–11 and Tweens 9–14  publisher TV by Numbers  access date June 18, 2013    archive url  archive date July 31, 2013 >
Selena Gomez, July 31, 2013, > web url  title Princess Protection Program is TV's No. 1 Entertainment Telecast of 2009 in Kids 6–11 and Tweens 9–14  publisher TV by Numbers  access date June 18, 2013    archive url  archive date July 31, 2013 >
Selena Gomez, Gomez, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, One and Same, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Arthur, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Revenge of Maltazard, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Arthur, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Mia Farrow, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Selena Gomez, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Snoop Dogg, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, Amazon, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, June 18, 2013, For film, Gomez and Lovato recorded song "One and Same", which was later released as a promotional single.citation needed date September 2021 She later voiced Princess Selenia in animated film Arthur and Revenge of Maltazard. > web url  title Arthur and Invisibles 2  Arthur and Revenge of Maltazard  Freddie Highmore, Mia Farrow, Selena Gomez, Snoop Dogg  website Amazon  access date June 18, 2013 >
Selena Gomez, August 2009, In August 2009, Gomez starred in Wizards of Waverly Place  The Movie, a television film based on series.
Selena Gomez, Gomez, In August 2009, Gomez starred in Wizards of Waverly Place  The Movie, a television film based on series.
Selena Gomez, Movie, In August 2009, Gomez starred in Wizards of Waverly Place  The Movie, a television film based on series.
Selena Gomez, Disney Channel, > web url of Waverly Place Movie publisher Disney Channel access date July 12, 2009  archive url 13, 2010 >
Selena Gomez, July 12, 2009, > web url of Waverly Place Movie publisher Disney Channel access date July 12, 2009  archive url 13, 2010 >
Selena Gomez, 13, 2010, > web url of Waverly Place Movie publisher Disney Channel access date July 12, 2009  archive url 13, 2010 >
Selena Gomez, 11.4&nbsp;million, The film premiered to an audience of 11.4&nbsp;million viewers, becoming cable's number one scripted telecast of year and Disney Channel's second most viewed film premiere, after High School Musical 2.
Selena Gomez, number one, The film premiered to an audience of 11.4&nbsp;million viewers, becoming cable's number one scripted telecast of year and Disney Channel's second most viewed film premiere, after High School Musical 2.
Selena Gomez, year, The film premiered to an audience of 11.4&nbsp;million viewers, becoming cable's number one scripted telecast of year and Disney Channel's second most viewed film premiere, after High School Musical 2.
Selena Gomez, Disney Channel's, The film premiered to an audience of 11.4&nbsp;million viewers, becoming cable's number one scripted telecast of year and Disney Channel's second most viewed film premiere, after High School Musical 2.
Selena Gomez, second, The film premiered to an audience of 11.4&nbsp;million viewers, becoming cable's number one scripted telecast of year and Disney Channel's second most viewed film premiere, after High School Musical 2.
Selena Gomez, 100, name "tvbythenumbers">[Top 100 Most Watched Telecasts On Basic Cable For 2009].
Selena Gomez, 2009, name "tvbythenumbers">[Top 100 Most Watched Telecasts On Basic Cable For 2009].
Selena Gomez, Tvbythenumbers.com, Tvbythenumbers.com.
Selena Gomez, February 4, 2011, Retrieved February 4, 2011.
Selena Gomez, second, The film won series its second consecutive Emmy for "Outstanding Children's Program" at 62nd Primetime Emmy Awards.
Selena Gomez, Outstanding Children's Program, The film won series its second consecutive Emmy for "Outstanding Children's Program" at 62nd Primetime Emmy Awards.
Selena Gomez, 62nd, The film won series its second consecutive Emmy for "Outstanding Children's Program" at 62nd Primetime Emmy Awards.
Selena Gomez, July 8, 2010 date July 8, 2010, name "emmys.com"> web url Emmy Nominees & Winners publisher emmys.com access date July 8, 2010 date July 8, 2010 >
Selena Gomez, December, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, Gomez, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, 2010, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, KIIS FM KISS FM, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, Gomez, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, Selena Gomez & Scene, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, Hollywood Records, File Selena Gomez December 2010.jpg thumb left 180px Gomez performing at 2010 KIIS FM KISS FM Jingle Ball
Hoping to cross over into music industry, Gomez formed pop rock band Selena Gomez & Scene through her record deal with Hollywood Records.
Selena Gomez, December 17, 2021, > web url  archive url  archive date December 17, 2021 url status live title ep 4 band tryouts  publisher YouTube  date September 28, 2009  access date June 18, 2013cbignore >
Selena Gomez, September 28, 2009, > web url  archive url  archive date December 17, 2021 url status live title ep 4 band tryouts  publisher YouTube  date September 28, 2009  access date June 18, 2013cbignore >
Selena Gomez, June 18, > web url  archive url  archive date December 17, 2021 url status live title ep 4 band tryouts  publisher YouTube  date September 28, 2009  access date June 18, 2013cbignore >
Selena Gomez, Gomez, The name of band is an "ironic jab" at people who called Gomez a "wannabe Scene kids scene".
Selena Gomez, Newsroom.mtv, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, Selena Gomez's, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, Six, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, MTV Newsroom, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, MTV  date, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, August 13, 2009, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, March 14, 2010, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, September 8, 2011, name "Newsroom.mtv. com"> web  url  title Selena Gomez's Scene And Six More of Most Boring Band Names of All Time " MTV Newsroom  publisher MTV  date August 13, 2009  access date March 14, 2010    archive url  archive date September 8, 2011  >
Selena Gomez, Kiss & Tell, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Selena Gomez & Scene, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, first, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, August 2009, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Kiss & Tell, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Selena Gomez & The Scene, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, iTunes Store, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, September 29, 2009, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, June 18, 2013, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Michael  Slezak, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Kiss & Tell, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, Entertainment Weekly, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, September 23, 2009, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
Selena Gomez, June 19, 2010, The group released their Kiss & Tell (Selena Gomez & Scene album) first studio album in August 2009, > web url  title Kiss & Tell by Selena Gomez & The Scene  publisher iTunes Store  date September 29, 2009  access date June 18, 2013 > > web Michael  Slezak  url  title Kiss & Tell  work Entertainment Weekly  date September 23, 2009  access date June 19, 2010 >  name "nochelatina1"> web url Gomez Kiss & Tell review  publisher Nochelatina.com  access date November 12, 2014 > > web url  title Music – Album Review – Selena Gomez & The Scene  'Kiss & Tell'  work Digital Spy  date April 19, 2010  access date June 19, 2010 > which debuted at number nine on Billboard 200 Billboard 200 albums chart in United States with first week sales of 66,000 copies.
