Josy Dubié	['politician', 'journalist', 'film director']	Josy Dubié is a Belgian reporter, politician and a member of Ecolo.
Java virtual machine	['virtual machine', 'computing platform', 'cross-platform software']	A Java virtual machine (JVM) is a virtual machine that enables a computer to run Java programs as well as programs written in other languages that are also compiled to Java bytecode.
Töölö Rowing Stadium	['stadium']	The Töölö Rowing Stadium is a rowing and canoeing venue located a kilometer from Helsinki Olympic Stadium in Helsinki, Finland.
Jan Sobilo	['Catholic priest']	Bishop Jan Sobilo (Ukrainian: Ян Собіло; Polish: Jan Sobiło; born 31 May 1962 in Nisko, Poland) is a Polish-born Ukrainian Roman Catholic prelate, who serves as an Auxiliary bishop of the Roman Catholic Diocese of Kharkiv-Zaporizhia and the Titular Bishop of Bulna since 30 October 2010.
Josia frigida	['taxon']	Josia frigida is a moth of the  family Notodontidae.
The Story of Light Entertainment	['television series']	The Story of Light Entertainment is a British documentary series shown on the BBC in 2006.
Ouistreham	['commune of France']	Ouistreham (French pronunciation: ​[wistʁe.
Why I Am an Atheist	['written work']	Why I am an Atheist is an essay written by Indian revolutionary Bhagat Singh in 1930 in Lahore Central Jail.
Sri Lanka Podujana Peramuna	['political party']	The Sri Lanka People's Front (Sinhala: ශ්‍රී ලංකා පොදුජන පෙරමුණ, romanized: Śrī Laṃkā Podujana Peramuna; Tamil: இலங்கை பொதுஜன முன்னணி, romanized: Ilaṅkai Potujaṉa Muṉṉaṇi), commonly known by its Sinhalese name Sri Lanka Podujana Peramuna (SLPP), is a Sri Lankan political front.
Acavoidea	['taxon']	The Acavoidea are a taxonomic superfamily of air-breathing land snails and slugs, terrestrial pulmonate gastropod mollusks in the informal group Sigmurethra.
Bonhams	['business', 'enterprise', 'auction house']	Bonhams is a privately owned international auction house and one of the world's oldest and largest auctioneers of fine art and antiques.
Oneida marmorata	['taxon']	Oneida marmorata is a species of snout moth in the genus Oneida.
Uravukku Kai Koduppom	['film']	Uravukku Kai Koduppom is a 1975 Indian Tamil-language drama film directed by Y.
Christensonella echinophyta	['taxon']	Christensonella echinophyta is a species of orchid endemic to Brazil.
Mary Emilie Holmes	['geologist', 'paleontologist']	Mary Emilie Holmes (April 10, 1850 – February 13, 1906) was a 19th-century American geologist and educator who became the first woman to be elected a fellow of the Geological Society of America.
John Ortiz	['stage actor', 'television actor', 'film actor']	John Ortiz (born May 23, 1968) is an American actor and artistic director/co-founder of the LAByrinth Theater Company.
Caecum gofasi	['taxon']	Caecum gofasi is a species of minute sea snail, a marine gastropod mollusk or micromollusk in the family Caecidae.
Hakui no Namida	['television series', 'Japanese TV series']	Hakui no Namida (白衣のなみだ) is a Japanese television drama series.
Thomas Gilman	['amateur wrestler']	Thomas Gilman is an American wrestler who specializes in freestyle wrestling.
Malewszczyzna	['village of Poland']	Malewszczyzna [malɛfʂˈt͡ʂɨzna] is a village in the administrative district of Gmina Krasnobród, within Zamość County, Lublin Voivodeship, in eastern Poland.
Shizuka Murayama	['painter']	Shizuka Murayama (村山密, Murayama Shizuka, October 26, 1918 - October 22, 2013) was a Japanese-French yōga painter.
Helmholtz Graduate School Environmental Health	['research institute']	The Helmholtz Graduate School Environmental Health (HELENA), located in Neuherberg north of Munich, was opened on November 1, 2010.
Girl with Basket of Fruit	['album']	Girl with Basket of Fruit is the eleventh album by American experimental band Xiu Xiu, released on February 8, 2019.
Hipparchia hermione	['taxon']	Hipparchia hermione, the rock grayling, is a butterfly of the family Nymphalidae.
Albanian Basketball League	['sports league']	The Albanian Basketball League is the men's professional basketball league in Albania.
Principality of Waldeck and Pyrmont	['Principality', 'state in the Confederation of the Rhine']	The County of Waldeck (later the Principality of Waldeck and Principality of Waldeck and Pyrmont) was a state of the Holy Roman Empire and its successors from the late 12th century until 1929.
Sverre Farstad	['speed skater', 'rower']	Sverre Farstad (8 February 1920 – 27 March 1978) was a Norwegian speed skater representing Sportsklubben Falken, Trondheim, as part of the Falken Trio also including Henry Wahl and Hjalmar Andersen.
Notiobia maculicornis	['taxon']	Notiobia maculicornis is a species of ground beetle in the family Carabidae.
Reynaldo Hahn	['composer', 'conductor', 'pianist', 'music critic', 'choreographer']	Reynaldo Hahn (French: [ʁɛ.
Na'omi	['Israeli settlement', 'moshav']	Na'omi (Hebrew: נָעֳמִי) is a moshav shitufi and Israeli settlement in the West Bank.
Giovanni Maria da Varano	['politician']	Giovanni Maria da Varano (1503-1527) was an Italian statesman, ruling Camerino as Duke starting in 1515.
Street Fighter Alpha	['video game']	Street Fighter Alpha: Warriors' Dreams is a 2D 1995 fighting game by Capcom originally released for the arcade for the CP System II hardware.
Anra District	['district of Peru']	Anra District is one of sixteen districts of the province Huari in Peru.
Carlisle Collection	['business']	The Carlisle Collection is a U.
Ruan Yang	['association football player']	Ruan Yang (Chinese: 阮杨; born 13 December 1993 in Hangzhou, China) is a Chinese footballer who plays for Kunshan FC in the China League Two.
George & Paul	['Wikimedia disambiguation page']	George & Paul is a Dutch-Flemish stop-motion comedy children's animated series.
A Woman of Mystery	['film']	A Woman of Mystery is a 1958 British crime film directed by Ernest Morris and starring Dermot Walsh, Hazel Court, and Ferdy Mayne.
José Rodrigo Lugo	['association football player']	José Rodrigo Lugo Martínez (born July 19, 1997 in Culiacán, Sinaloa) is a professional Mexican footballer who currently plays for Dorados de Sinaloa.
Stenoma icteropis	['taxon']	Stenoma icteropis is a moth of the family Depressariidae.
2016–17 Kerala Premier League	['sports season']	The 2016–17 Kerala Premier League Season is the fourth season of the Kerala Premier League.
1978 World Championship Tennis Finals	['WCT Finals', 'tennis tournament edition']	The 1978 World Championship Tennis Finals was a men's tennis tournament played on indoor carpet courts.
Broadway on Ice	['ice show']	Broadway On Ice is a long-running ice show produced by Willy Bietak Productions.
Bandz a Make Her Dance	['single']	"Bandz a Make Her Dance" is a song by American hip hop recording artist Juicy J.
Two Town Rowdy	['film']	Two Town Rowdy is a 1989 Telugu action film produced by C.
Chinese Bitch	['extended play']	"Chinese Bitch" is an EP released in 1994 by Dee Dee Ramone I.
Nambiyur	['human settlement']	Nambiyur is a Panchayat town and Panchayat Union in Nambiyur Taluk, Erode district, Tamil Nadu.
Antoine Rivalz	['painter']	Antoine Rivalz (1667 - 11 December 1735) was a French painter.
Amira Casar	['stage actor', 'model', 'television actor', 'film actor']	Amira Casar is a British-born actress who grew up in England, Ireland, and France.
Koshlakovo	['village']	Koshlakovo (Russian: Кошлаково) is a rural locality (a selo) in Shebekinsky District, Belgorod Oblast, Russia.
Abduraheem Mohammed	['association football player']	Abduraheem Mohammed (Arabic:عبد الرحيم محمد) (born 12 June 1994) is a Emirati footballer.
Carlephyton madagascariense	['taxon']	Carlephyton madagascariense is a plant species in the genus Carlephyton endemic to Madagascar.
George Alfred Townsend	['war correspondent', 'journalist']	George Alfred Townsend (January 30, 1841 – April 15, 1914) was a noted war correspondent during the American Civil War, and a later novelist.
Thiago Quirino	['association football player']	Thiago Quirino da Silva or simply Quirino (born 4 January 1985 in Belo Horizonte) is a Brazilian football striker, who plays for Malaysian side  Felda United.
Pierre Bouby	['association football player']	Pierre Bouby (born 17 October 1983) is a retired French professional footballer who played as a midfielder Orléans.
Karwas	['village in India']	Karwas is a village in Bhind district in Madhya Pradesh.
Ninurta coeruleopunctatus	['taxon']	Ninurta coeruleopunctatus (syn.
1954–55 Serie C	['sports season']	The 1954–55 Serie C was the seventeenth edition of Serie C, the third highest league in the Italian football league system.
That Might Well Be It, Darling	['album']	That Might Well Be It, Darling is a studio album by Scottish indie folk musician King Creosote, released on April 21, 2013 on Domino Records.
Bomaribidion	['taxon']	Bomaribidion is a genus of beetles in the family Cerambycidae, containing the following species: Bomaribidion angusticolle (Gounelle, 1909) Bomaribidion hirsutum Martins, 1969   == References ==.
Hitoe Arakaki	['singer']	Hitoe Arakaki (新垣 仁絵, Arakaki Hitoe, born 7 April 1981) is the oldest member of the Japanese pop group Speed, which disbanded in 2000 and reformed in 2009.
Fatma Omar	['powerlifter']	Fatma Omar (born 17 November 1973) is an Egyptian Powerlifter competing in the -56 kg category.
Proston Weir	['weir']	Proston Weir is a weir located on Stuart River.
Wigram	['suburb']	Wigram is a suburb of Christchurch, New Zealand.
Chromis abyssus	['taxon']	Chromis abyssus is a species of damselfish first discovered in 1997 and described in 2008.
Poel	['municipality of Germany']	Poel (German pronunciation: [ˈpøːl]) or Poel Island (German: Insel Poel), is an island in the Baltic Sea.
Paul Kiplimo Boit	['politician']	Paul Kiplimo Boit (Born 1906) was a prominent KANU politician during the Moi Regime.
La Belle Fille Masquée Poitrine	['television series', 'Japanese TV series']	La Belle Fille Masquée Poitrine (美少女仮面ポワトリン, Bishōjo Kamen Powatorin, The Masked Belle Poitrine) is a magical girl tokusatsu comedy series created by Shotaro Ishinomori, and the 11th installment of the Toei Fushigi Comedy Series.
Jamie Aleshia Scott	['politician']	Jamie Aleshia Scott (born March 7, 1982) is an American politician who is the member-elect of the Arkansas House of Representatives from the 37th district in Pulaski County.
Ericrocis	['taxon']	Ericrocis is a genus of centris-cuckoo bees in the family Apidae.
Phoberomys pattersoni	['fossil taxon']	Phoberomys pattersoni is an extinct rodent that lived in the ancient Orinoco River delta around 8 million years ago.
Yuya Shirai	['judoka', 'mixed martial artist']	Yuya Shirai  (born April 2, 1980) is a Japanese professional mixed martial artist currently competing in the Welterweight division.
A Masculine Ending	['written work']	A Masculine Ending is a novel by Joan Smith.
Gagik Ghazanchyan	['painter']	Gagik Ghazanchyan (Armenian: Գագիկ Ղազանչյան, born on May 22, 1960 in Yerevan) is an Armenian artist.
Drene Time	['radio program']	Drene Time (aka The Drene Show) was a 30-minute radio variety show starring Don Ameche and singer-actress Frances Langford as co-hosts, airing on NBC's Sunday night schedule (10-10:30pm Eastern) in 1946-47.
Phantom of the Rue Morgue	['film', '3D film']	Phantom of the Rue Morgue is a 1954 feature film directed by Roy Del Ruth (known for directing The Terror) and starring Karl Malden and Claude Dauphin.
Shiao Lih-ju	['singer']	Shiao Lih-ju (born 1955) is a retired Taiwanese singer and TV presenter who released more than 30 albums in the 1970s and 1980s.
Guy James Mangano	['judge', 'politician']	Guy James Mangano (born January 14, 1930) is an American lawyer and politician from New York.
Tim Blais	['science communicator', 'YouTuber']	Tim Blais is a Canadian science communicator.
Ah Formation	['formation']	The Ah Formation  is located in Kuqa County, Xinjiang Uygur Autonomous Region and is dated to the Middle Jurassic period.
International Laser Display Association	['trade association']	The International Laser Display Association (ILDA) is the worldwide non-profit trade association and is dedicated to advancing the use of laser displays in art, entertainment and education.
Predrag Ejdus	['actor']	Predrag Ejdus (Serbian Cyrillic: Предраг Ејдус; 24 July 1947 – 28 September 2018) was a Serbian actor of theater, film and television.
3rd East Anglian Regiment	['military unit']	The 3rd East Anglian Regiment (16th/44th Foot) was an infantry regiment of the British Army.
Sittin' on Chrome	['album']	Sittin' on Chrome is the second and final album from Hip Hop group Masta Ace Incorporated, which includes Ace, Lord Digga, Paula Perry and Leschea.
Dash Bolagh-e Pain	['village']	Dash Bolagh-e Pain (Persian: داشبلاغ پائين‎, also Romanized as Dāsh Bolāgh-e Pā’īn; also known as Dāsh Bolāghī-ye Soflá) is a village in Charuymaq-e Jonubegharbi Rural District, in the Central District of Charuymaq County, East Azerbaijan Province, Iran.
Salix alaxensis	['taxon']	Salix alaxensis is a species of flowering plant in the willow family known by the common names Alaska willow and feltleaf willow.
Merete Skavlan	['actor', 'film director']	Merete Skavlan (25 July 1920 – 2 November 2018) was a Norwegian actress, theatre instructor and director.
Drifting and Dreaming	['song']	"Drifting and Dreaming, Sweet Paradise," is an American popular song written, copyrighted, published, and licensed by ASCAP in 1925.
Casapueblo	['hotel']	Casapueblo is a building constructed by the Uruguayan artist Carlos Páez Vilaró.
Sacanche District	['district of Peru']	Sacanche District is one of six districts of the province Huallaga in Peru.
Arkansas Highway 113	['road']	Arkansas Highway 113 (AR 113 and Hwy.
2009 WTA Premier tournaments	['tennis tour edition']	The 2009 WTA Premier tournaments were 19 of the tennis tournaments on the 2009 WTA Tour.
Hermas Deslauriers	['politician']	Hermas Deslauriers (21 October 1879 – 28 May 1941) was a Canadian politician and physician.
Mick Walsh	['hurler']	Mick Walsh is a retired Irish sportsperson.
1940 in Iceland	['events in a specific year or time period']	The following lists events that happened in 1940 in Iceland.
Philippine Ski Federation	['sports governing body']	The Philippine Ski Federation is the governing body of snow skiing and snowboarding in the Philippines.
Knut Gustafsson	['bandy player']	Knut Gustafsson is a retired Swedish bandy player.
Abu Dhabi Grand Prix	['recurring sporting event']	The Abu Dhabi Grand Prix (Arabic: سباق جائزة أبوظبي الكبرى‎) is a Formula One motor race.
Al Hamriya Sports Club Stadium	['stadium']	The Al Hamriya Sports Club Stadium is an association football stadium in Al Hamriyah, United Arab Emirates, with a capacity of 5,000.
Pieces of Light	['album']	Pieces of Light is an album by mult-instrumentalist and composer Joe McPhee with John Snyder on synthesizer recorded in 1972 and originally released on the CjR label, then reissued by Atavistic in 2005.
Fleawort	['Wikimedia disambiguation page']	Fleawort is a common name for several plants and may refer to:  Conyza canadensis Inula conyza Plantago species, especially: Plantago psyllium Senecio species, especially: Senecio integrifolius.
Hippogriff	['mythical hybrid']	The hippogriff, or sometimes spelled hippogryph (Greek: Ἱππόγρυπας), is a legendary creature which has the front half of an eagle and the hind half of a horse.
To Brighton with Gladys	['film']	To Brighton with Gladys is a 1933 British comedy film directed by George King and starring Harry Milton, Constance Shotter and Kate Cutler.
Lee Jae-kyoo	['television director', 'film director']	Lee Jae-kyoo (born October 7, 1970) is a South Korean TV and film director.
Haftvād	['human who may be fictional']	Haftvād (Persian: هفتواد‎) is a legendary character whose story appears alongside accounts of the rise of Ardashir I, the founder of the Sassanid dynasty of Persia, in the third century C.
Giovanni di Niccolò Mansueti	['painter']	Giovanni di Niccolò Mansueti (also known as Giovanni Mansueti;  c.
Dunne Foxe Island	['island']	Dunne Foxe Island is one of the Canadian arctic islands in Nunavut, Canada within western Hudson Bay.
Morag Pirie	['association football manager', 'association football referee', 'association football player']	Morag Pirie (born 27 June 1975) is a Scottish association football referee.
WRIC-FM	['radio station']	WRIC-FM is a Hot Adult Contemporary formatted broadcast radio station licensed to Richlands, Virginia, serving the Richlands/Grundy/Lebanon area.
Bourem Airport	['airport']	Bourem Airport  (ICAO: GABR) is an airport serving Bourem in Mali.
Pròiseact nan Ealan	['organization']	Pròiseact nan Ealan is the Scottish Gaelic arts agency.
International Student Science Fair	['science award']	The International Student Science Fair (ISSF) is an annual event providing a platform for international interaction to take place in science education.
2019 in Suriname	['events in a specific year or time period']	Events in the year 2019 in Suriname.
2013–14 BAI Basket	['sports season']	The 2013–14 BAI Basket (36th edition), Angola's top tier basketball club competition, ran from November 15, 2013 through May 20, 2014.
Josef Mazura	['association football manager', 'association football player']	Josef Mazura (born 23 April 1956) is a retired Czech football player and currently manager.
Sportique	['band']	Sportique is a British indiepop band formed in 1997 by Gregory Webster, formerly of the Razorcuts, with Mark Flunder of the Television Personalities and Rob Pursey of Heavenly.
Gmina Jutrosin	['urban-rural municipality of Poland']	Gmina Jutrosin is an urban-rural gmina (administrative district) in Rawicz County, Greater Poland Voivodeship, in west-central Poland.
Idelinellidae	['fossil taxon']	Idelinellidae is a family of fossil cockroach-like insects.
Roy Woods	['singer', 'rapper']	Denzel Spencer (born April 18, 1996), better known by his stage name Roy Woods (stylized as Roy Wood$), is a Canadian singer, rapper and songwriter.
Macrodasyida	['taxon']	Macrodasyida is an order of gastrotrichs.
Double-eyed fig parrot	['taxon']	The double-eyed fig parrot (Cyclopsitta diophthalma), also known as the blue-faced fig parrot, red-faced fig parrot, dwarf fig parrot, and the two-eyed fig parrot, primarily inhabits forests on New Guinea and nearby islands, but is also found in isolated communities along the tropical Australian coast, east of the Great Dividing Range.
Henningsen Glacier	['glacier']	Henningsen Glacier (54°27′S 36°42′W) is a glacier 3 nautical miles (6 km) long, flowing southwest to the south coast of South Georgia between Cape Darnley and Rocky Bay.
Maculagonum	['taxon']	Maculagonum is a genus of beetles in the family Carabidae, containing the following species: Maculagonum altipox Darlington, 1952 Maculagonum atropox Darlington, 1971 Maculagonum canipox Darlington, 1971 Maculagonum daymanpox Darlington, 1971 Maculagonum depilapox Darlington, 1971 Maculagonum kaindipox Darlington, 1971 Maculagonum plagipox Darlington, 1952 Maculagonum pox Darlington, 1952 Maculagonum scaphipox Darlington, 1952 Maculagonum seripox Darlington, 1971 Maculagonum setipox Darlington, 1952 Maculagonum tafapox Darlington, 1952 Maculagonum waupox Darlington, 1971   == References ==.
Bonnie Lowenthal	['politician']	Bonnie Lowenthal (born February 19, 1940) is an American politician who represented California's 70th State Assembly district.
Good News Clinic and Hospital	['architectural structure']	Good News Clinic and Hospital, Inc.
Roman Catholic Diocese of Dindigul	['diocese of the Catholic Church']	The Roman Catholic Diocese of Dindigul (Latin: Dindigulen(sis)) is a diocese located in the city of Dindigul in the Ecclesiastical province of Madurai in India.
Malaysia Davis Cup team	['Davis Cup team']	The Malaysia Davis Cup team represents Malaysia in Davis Cup tennis competition and are governed by the Lawn Tennis Association of Malaysia.
Animaniacs: The Great Edgar Hunt	['video game']	Animaniacs: The Great Edgar Hunt is an action adventure video game released in 2005.
Valjeviken	['urban area of Sweden']	Valjeviken is a village situated in Sölvesborg Municipality, Blekinge County, Sweden with 211 inhabitants in 2005.
Zion Wright	['skateboarder']	Zion Wright (born February 3, 1999) is a regular-footed American skateboarder.
1664	['year']	1664 (MDCLXIV) was a leap year starting on Tuesday of the Gregorian calendar and a leap year starting on Friday of the Julian calendar, the 1664th year of the Common Era (CE) and Anno Domini (AD) designations, the 664th  year of the 2nd millennium, the 64th  year of the 17th century, and the  5th   year of the 1660s decade.
Monastery of Nuestra Señora del Prado	['building', 'monastery', 'convent', 'monument']	The Monastery of Nuestra Señora del Prado (Spanish: Monasterio de Nuestra Señora del Prado) is a monastery located in Valladolid, Spain.
Brisworthy stone circle	['archaeological site', 'stone circle']	Brisworthy stone circle (grid reference SX564654) is a stone circle on Dartmoor, Devon.
Padalište	['village', 'human settlement']	Padalište (Macedonian: Падалиште, Albanian: Patalisht) is a village in the municipality of Gostivar, Republic of Macedonia.
Olynthus	['village', 'archaeological site', 'ancient city']	Olynthus (Ancient Greek: Ὄλυνθος Olynthos, named for the ὄλυνθος olunthos, "the fruit of the wild fig tree") was an ancient city of Chalcidice, built mostly on two flat-topped hills 30–40m in height, in a fertile plain at the head of the Gulf of Torone, near the neck of the peninsula of Pallene, about 2.
Nodonema lineatum	['taxon']	Nodonema lineatum is a species of plant in the family Gesneriaceae.
Vivint	['business']	Vivint, Inc.
Tony Buckley	['rugby union player']	Tony Buckley (born 8 October 1980 in Cork, Republic of Ireland) is a former Irish rugby union player who played Prop.
Daphne Mayo	['sculptor']	Daphne Mayo  (1 October 1895 – 31 July 1982) was a significant 20th-century Australian artist, most prominently known for her work in sculpture, particularly the tympanum of Brisbane City Hall, and the Women’s War Memorial in ANZAC Square.
Johan Baptist Govaerts	['court painter', 'painter']	Johan Baptist Govaerts (c.
Inezgane-Aït Melloul	['prefecture of Morocco']	Inezgane-Aït Melloul (Berber: Inezgan Ayt Mellul) is a prefecture of Morocco.
Lego Universe	['video game']	Lego Universe was a massively multiplayer online game that was available from October 2010 to January 2012.
Savitree Amitrapai	['badminton player']	Savitree Amitrapai (Thai: สาวิตรี อมิตรพ่าย;  born 19 November 1988) is a Thai badminton player.
Conceição River (Rio Grande do Sul)	['river']	The Conceição River (Rio Grande do Sul) is a river of Rio Grande do Sul state in southern Brazil.
Benjamin Forstner	['inventor', 'gunsmith']	Benjamin Forstner (25 March 1834 - 27 February 1897), was an American gunsmith, inventor, and dry goods merchant.
Haloacetate dehalogenase	['enzyme family']	In enzymology, a haloacetate dehalogenase (EC 3.
Falck Group	['renewable energy', 'ferrous metallurgy', 'business', 'enterprise']	Falck Group is an Italian company located in Sesto San Giovanni.
Luca Bati	['composer']	Luca Bati (c.
Alioune Ndour	['association football player']	Alioune Ndour (born 21 October 1997) is a football player who currently plays for Loudoun United in the USL Championship.
Nyakato	['ward of Tanzania']	Nyakato is an administrative ward in Ilemela District, Mwanza Region, Tanzania with a postcode number 33201 .
Rasmus Mägi	['sprinter']	Rasmus Mägi (born 4 May 1992) is an Estonian hurdler.
Semons	['commune of France', 'delegated commune']	Semons is a former commune in the Isère department in southeastern France.
Anisopodus degener	['taxon']	Anisopodus degener is a species of beetle in the family Cerambycidae that was described by Bates in 1885.
Annemarie Huber-Hotz	['politician', 'ethnologist', 'sociologist']	Annemarie Huber-Hotz (16 August 1948 – 1 August 2019) was a Swiss politician who served as the  Federal Chancellor of Switzerland between 2000 and 2007.
Billy Bang	['composer', 'violinist', 'jazz musician']	Billy Bang (September 20, 1947 – April 11, 2011), born William Vincent Walker, was an American free jazz violinist and composer.
Belvidere Hill Historic District	['historic district']	The Belvidere Hill Historic District encompasses a residential area on the east side of Lowell, Massachusetts known for its fine 19th-century houses.
Agrotis antica	['taxon']	Agrotis antica is a species of cutworm or dart moth in the family Noctuidae.
Germili	['human settlement']	Germili is a village in the Jalilabad Rayon of Azerbaijan.
Sean Safo-Antwi	['sprinter', 'athletics competitor']	Sean Safo-Antwi (born 31 January 1990) is a Ghanaian sprinter.
Stob Ghabhar	['mountain', 'Marilyn', 'Munro', 'HuMP', 'Murdo', 'Tump', 'Simm']	Stob Ghabhar is a Scottish mountain situated nine kilometres north west of Bridge of Orchy.
Sebrus pseudosparsellus	['taxon']	Sebrus pseudosparsellus is a moth in the family Crambidae.
Kasindo	['human settlement']	Kasindo (Serbian Cyrillic: Касиндо) is a part of the city of Istočno Sarajevo in Istočna Ilidža municipality, Republika Srpska, Bosnia and Herzegovina.
Bloorcourt Village	['neighborhood']	Bloorcourt Village is a Business Improvement Area in Toronto, Ontario, Canada along Bloor Street east of Dufferin Street.
Fire on the Lüneburg Heath	['wildfire']	The fire on the Lüneburg Heath was a major forest fire in 1975 on the southern part of the Lüneburg Heath in north Germany, with various points of origin near Gifhorn, Eschede and Meinersen.
Pushpasharam	['film']	Pushpasharam is a 1976 Indian Malayalam film, directed by J.
Flag of Saint Vincent and the Grenadines	['national flag']	The flag of Saint Vincent and the Grenadines was adopted on 21 October 1985.
Wes Felton	['actor', 'poet', 'singer', 'Master of ceremonies']	Wes Felton (W.
Coat of arms of Dominica	['Coat of Arms']	The coat of arms of Dominica was adopted on July 21, 1961.
Venngarn Castle	['château']	Venngarn Castle (Swedish: Venngarns slott) is a castle in Sweden.
Tottenham Outrage	['armed robbery']	The Tottenham Outrage of 23 January 1909 was an armed robbery in Tottenham, North London, that resulted in a two-hour chase between the police and armed criminals over a distance of six miles (10 km), with an estimated 400 rounds of ammunition fired by the thieves.
Fulston Manor School	['secondary school', 'academy school']	Fulston Manor School is a secondary School with academy status in Sittingbourne, Kent.
Attorney General of Myanmar	['position']	The Attorney General of Myanmar (Burmese: ပြည်ထောင်စုရှေ့နေချုပ်) is the Government of Myanmar's chief legal advisor, and also appears on behalf of the Burmese government in civil and criminal cases.
2005 NBA draft	['National Basketball Association Draft']	The 2005 NBA draft took place on June 28, 2005, in the Theatre at Madison Square Garden in New York City.
Augustin Pfleger	['composer']	Augustin Pfleger (1635  – after 23 July 1686) was a German composer of Bohemian birth.
Ela Pitam	['chess player']	Ela Pitam (born 10 February 1977, Riga) is an Israeli chess player who holds the title of Woman Grandmaster (WGM, 1997).
Gitta Bauer	['resistance fighter', 'journalist']	Gitta Bauer (born 1919 in Berlin, died 1990) was a German journalist.
If Symptoms Persist, Kill Your Doctor	['album']	If Symptoms Persist, Kill Your Doctor is the sixth studio album by Six by Seven.
Sun Sovannarith	['association football player']	Sun Sovannarith (born February 11, 1987 in Cambodia) is a footballer for Boeung Ket FC in Cambodian League.
Nakajima Ki-8	['aircraft']	The Nakajima Ki-8 (キ8, Ki-hachi) was an unsuccessful attempt by the Nakajima Aircraft Company to interest the  Imperial Japanese Army Air Force in a two-seat modern monoplane fighter.
Czestków-Osiedle	['village of Poland']	Czestków-Osiedle [ˈt͡ʂɛstkuf ɔˈɕɛdlɛ] is a village in the administrative district of Gmina Buczek, within Łask County, Łódź Voivodeship, in central Poland.
Pakistan Eaglets	['cricket team']	Pakistan Eaglets were a team of young cricketers from Pakistan, founded by Justice A.
DAF 55	['automobile model']	The DAF 55 is a small family car produced by the Dutch company DAF from December 1967 to September 1972.
Mercedes Ferrer	['singer']	Mercedes Ferrer (Madrid, 1963) is a Spanish singer-songwriter, active since 1983.
Naresuan Cave	['cave']	Naresuan Cave is a pit cave within the Noen Maprang District of Phitsanulok Province, Thailand.
Jürgen von der Lippe	['screenwriter', 'comedian', 'musician', 'television presenter', 'television actor']	Hans-Jürgen Dohrenkamp (born 8 June 1948), better known by his stage name Jürgen von der Lippe, is a German television presenter, entertainer, actor and comedian.
Nazko	['human settlement']	Nazko  is a small ranching and logging community, including an historic First Nations community located 100 km west of Quesnel on the Nazko River in the Central Interior of British Columbia, Canada.
List of buildings in Dubai	['building']	This is a list of buildings in Dubai.
Leptotrophon rigidus	['taxon']	Leptotrophon rigidus is a species of sea snail, a marine gastropod mollusk in the family Muricidae, the murex snails or rock snails.
1971–72 Yugoslav First Basketball League	['sports season']	The 1971–72 Yugoslav First Basketball League season was the 28th season of the Yugoslav First Basketball League, the highest professional basketball league in SFR Yugoslavia.
Maheeda	['singer']	Caroline Sam (born 22 November 1982), better known as Maheeda, is a Nigerian singer, nude model and former prostitute.
Hartbeespoort Dam	['dam']	Hartbeespoort Dam (also known as Harties) is an arch type dam situated in the North West Province of South Africa.
Waikiki Wedding	['film']	Waikiki Wedding is a 1937 American musical film directed by Frank Tuttle and starring Bing Crosby,  Bob Burns, Martha Raye, and Shirley Ross.
Prescott Durand Crout	['mathematician']	Prescott Durand Crout (July 28, 1907 – September 25, 1984) was an American mathematician.
Rheumatism root	['Wikimedia disambiguation page']	Rheumatism root is a common name for several plants and may refer to:  Apocynum cannabinum, also known as dogbane, Amy root, hemp dogbane, Indian hemp, or wild cotton Chimaphila maculata, also known as spotted wintergreen Jeffersonia, also known as twinleaf.
Pleasant Hill Presbyterian Church	['church building']	The Pleasant Hill Presbyterian Church, originally known as Mount Carmel Presbyterian Church, is a historic Greek Revival church in Pleasant Hill, Alabama.
Linux Mint	['Linux distribution']	Linux Mint is a community-driven Linux distribution based on Ubuntu or Debian that strives to be a "modern, elegant and comfortable operating system which is both powerful and easy to use.
Aardenburg	['populated place in the Netherlands', 'place with town rights and privileges']	Aardenburg is a small city (population as of 2008: 2,438) close to the Dutch border with Belgium.
High Rockies	['geographic region']	The High Rockies, or high country, is a term for a region of the U.
Li Kuangchou	['politician']	Li Kuangchou (李匡籌) (died January 25, 895?) was a warlord late in the Chinese dynasty Tang Dynasty, ruling Lulong Circuit (盧龍, headquartered in modern Beijing) from 893, when he overthrew his older brother Li Kuangwei, to his own defeat in late 894/early 895, as its military governor (Jiedushi).
Tunxis Community College	['community college', 'public educational institution of the United States']	Tunxis Community College is a public community college in Farmington, Connecticut.
Matthias Lepiller	['association football player']	Matthias Lepiller (born 12 June 1988) is a French footballer who plays as a forward.
Eois memorata	['taxon']	Eois memorata is a moth in the  family Geometridae.
Mezzani	['abolished municipality in Italy']	Mezzani (Parmigiano: Amzan or Mzan, IPA: [(a)mˈzaŋ]) is a comune (municipality) in the Province of Parma in the Italian region Emilia-Romagna, located about 90 kilometres (56 mi) northwest of Bologna and about 15 kilometres (9 mi) northeast of Parma.
Wickham–De Vol House	['building']	The Wickham–De Vol House is an historic building located in Council Bluffs, Iowa, United States.
Elliot Whitney	['Wikimedia disambiguation page']	Elliot Whitney was a group pseudonym used by various authors including:  H.
Victor Berlinschi	['politician']	Victor Berlinschi is a Moldovan politician.
